Timestamp,Raw_Signal,Interpretation
2026-03-05T20:04:36.693251,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:37.815549,40.0,RESTING STATE
2026-03-05T20:04:37.934531,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:39.056664,40.0,RESTING STATE
2026-03-05T20:04:39.171275,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:40.292747,40.0,RESTING STATE
2026-03-05T20:04:40.412015,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:41.534404,40.0,RESTING STATE
2026-03-05T20:04:41.649267,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:42.771622,40.0,RESTING STATE
2026-03-05T20:04:42.889865,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:44.012679,40.0,RESTING STATE
2026-03-05T20:04:44.130432,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:45.253115,40.0,RESTING STATE
2026-03-05T20:04:45.367728,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:46.490704,40.0,RESTING STATE
2026-03-05T20:04:46.608766,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:47.730779,40.0,RESTING STATE
2026-03-05T20:04:47.849445,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:48.972206,40.0,RESTING STATE
2026-03-05T20:04:49.086944,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:50.209292,40.0,RESTING STATE
2026-03-05T20:04:50.327967,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:51.449944,40.0,RESTING STATE
2026-03-05T20:04:51.564674,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:52.687101,40.0,RESTING STATE
2026-03-05T20:04:52.807793,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:53.927772,40.0,RESTING STATE
2026-03-05T20:04:54.046938,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:55.168722,40.0,RESTING STATE
2026-03-05T20:04:55.283567,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:56.406015,40.0,RESTING STATE
2026-03-05T20:04:56.525038,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:57.646984,40.0,RESTING STATE
2026-03-05T20:04:57.761219,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:04:58.887885,40.0,RESTING STATE
2026-03-05T20:04:59.002663,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:00.125245,40.0,RESTING STATE
2026-03-05T20:05:00.243048,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:01.365745,40.0,RESTING STATE
2026-03-05T20:05:01.480094,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:02.603027,40.0,RESTING STATE
2026-03-05T20:05:02.721851,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:03.843641,40.0,RESTING STATE
2026-03-05T20:05:03.962033,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:05.084944,40.0,RESTING STATE
2026-03-05T20:05:05.198889,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:06.321051,40.0,RESTING STATE
2026-03-05T20:05:06.440014,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:07.562420,40.0,RESTING STATE
2026-03-05T20:05:07.677879,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:08.803886,40.0,RESTING STATE
2026-03-05T20:05:08.918465,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:10.040960,40.0,RESTING STATE
2026-03-05T20:05:10.159475,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:11.281525,40.0,RESTING STATE
2026-03-05T20:05:11.396153,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:12.518081,40.0,RESTING STATE
2026-03-05T20:05:12.636937,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:13.759707,40.0,RESTING STATE
2026-03-05T20:05:13.877763,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:15.000714,40.0,RESTING STATE
2026-03-05T20:05:15.115031,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:16.237851,40.0,RESTING STATE
2026-03-05T20:05:16.355801,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:17.478146,40.0,RESTING STATE
2026-03-05T20:05:17.593277,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:18.715617,40.0,RESTING STATE
2026-03-05T20:05:18.834111,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:19.955411,40.0,RESTING STATE
2026-03-05T20:05:20.074578,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:21.197177,40.0,RESTING STATE
2026-03-05T20:05:21.311942,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:22.433879,40.0,RESTING STATE
2026-03-05T20:05:22.553134,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:23.675239,40.0,RESTING STATE
2026-03-05T20:05:23.794146,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:24.915640,40.0,RESTING STATE
2026-03-05T20:05:25.030441,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:26.152671,40.0,RESTING STATE
2026-03-05T20:05:26.271371,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:27.393478,40.0,RESTING STATE
2026-03-05T20:05:27.507911,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:28.630590,40.0,RESTING STATE
2026-03-05T20:05:28.750061,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:29.872294,40.0,RESTING STATE
2026-03-05T20:05:29.990316,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:31.113188,40.0,RESTING STATE
2026-03-05T20:05:31.227828,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:32.349741,40.0,RESTING STATE
2026-03-05T20:05:32.468687,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:33.590459,40.0,RESTING STATE
2026-03-05T20:05:33.709934,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:34.831608,40.0,RESTING STATE
2026-03-05T20:05:34.945998,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:36.067887,40.0,RESTING STATE
2026-03-05T20:05:36.187956,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:37.309904,40.0,RESTING STATE
2026-03-05T20:05:37.423912,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:38.546256,40.0,RESTING STATE
2026-03-05T20:05:38.665553,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:39.787798,40.0,RESTING STATE
2026-03-05T20:05:39.905752,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:41.028128,40.0,RESTING STATE
2026-03-05T20:05:41.143466,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:42.265208,40.0,RESTING STATE
2026-03-05T20:05:42.383758,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:43.506971,40.0,RESTING STATE
2026-03-05T20:05:43.625009,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:44.747791,40.0,RESTING STATE
2026-03-05T20:05:44.862278,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:45.984728,40.0,RESTING STATE
2026-03-05T20:05:46.102943,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:47.224788,40.0,RESTING STATE
2026-03-05T20:05:47.340159,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:48.462829,40.0,RESTING STATE
2026-03-05T20:05:48.580987,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:49.703537,40.0,RESTING STATE
2026-03-05T20:05:49.822312,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:50.944017,40.0,RESTING STATE
2026-03-05T20:05:51.059144,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:52.181414,40.0,RESTING STATE
2026-03-05T20:05:52.299610,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:53.422092,40.0,RESTING STATE
2026-03-05T20:05:53.537154,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:54.663377,40.0,RESTING STATE
2026-03-05T20:05:54.777903,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:55.899683,40.0,RESTING STATE
2026-03-05T20:05:56.019243,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:57.141123,40.0,RESTING STATE
2026-03-05T20:05:57.255789,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:58.378347,40.0,RESTING STATE
2026-03-05T20:05:58.496338,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:05:59.619150,40.0,RESTING STATE
2026-03-05T20:05:59.737970,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:00.859782,40.0,RESTING STATE
2026-03-05T20:06:00.974510,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:02.097006,40.0,RESTING STATE
2026-03-05T20:06:02.215462,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:03.337760,40.0,RESTING STATE
2026-03-05T20:06:03.452464,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:04.578833,40.0,RESTING STATE
2026-03-05T20:06:04.693905,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:05.815928,40.0,RESTING STATE
2026-03-05T20:06:05.934054,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:07.057022,40.0,RESTING STATE
2026-03-05T20:06:07.171823,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:08.294245,40.0,RESTING STATE
2026-03-05T20:06:08.412867,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:09.534684,40.0,RESTING STATE
2026-03-05T20:06:09.653646,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:10.775703,40.0,RESTING STATE
2026-03-05T20:06:10.889994,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:12.012726,40.0,RESTING STATE
2026-03-05T20:06:12.131640,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:13.253444,40.0,RESTING STATE
2026-03-05T20:06:13.367890,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:14.490160,40.0,RESTING STATE
2026-03-05T20:06:14.609036,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:15.731844,40.0,RESTING STATE
2026-03-05T20:06:15.849775,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:16.972909,40.0,RESTING STATE
2026-03-05T20:06:17.087035,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:18.209189,40.0,RESTING STATE
2026-03-05T20:06:18.327939,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:19.450753,40.0,RESTING STATE
2026-03-05T20:06:19.568828,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:20.691744,40.0,RESTING STATE
2026-03-05T20:06:20.805964,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:21.928033,40.0,RESTING STATE
2026-03-05T20:06:22.045806,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:23.169520,40.0,RESTING STATE
2026-03-05T20:06:23.283503,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:24.406211,40.0,RESTING STATE
2026-03-05T20:06:24.524701,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:25.647074,40.0,RESTING STATE
2026-03-05T20:06:25.765294,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:26.887745,40.0,RESTING STATE
2026-03-05T20:06:27.003101,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:28.125071,40.0,RESTING STATE
2026-03-05T20:06:28.242867,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:29.365518,40.0,RESTING STATE
2026-03-05T20:06:29.484656,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:30.606960,40.0,RESTING STATE
2026-03-05T20:06:30.721179,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:31.843395,40.0,RESTING STATE
2026-03-05T20:06:31.962196,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:33.085009,40.0,RESTING STATE
2026-03-05T20:06:33.199819,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:34.322316,40.0,RESTING STATE
2026-03-05T20:06:34.440727,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:35.562473,40.0,RESTING STATE
2026-03-05T20:06:35.681425,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:36.804073,40.0,RESTING STATE
2026-03-05T20:06:36.918678,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:38.040988,40.0,RESTING STATE
2026-03-05T20:06:38.159357,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:39.281791,40.0,RESTING STATE
2026-03-05T20:06:39.395765,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:40.522797,40.0,RESTING STATE
2026-03-05T20:06:40.637764,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:41.760116,40.0,RESTING STATE
2026-03-05T20:06:41.877852,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:43.000420,40.0,RESTING STATE
2026-03-05T20:06:43.115245,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:44.237989,40.0,RESTING STATE
2026-03-05T20:06:44.355433,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:45.478625,40.0,RESTING STATE
2026-03-05T20:06:45.597776,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:46.719908,40.0,RESTING STATE
2026-03-05T20:06:46.834718,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:47.956891,40.0,RESTING STATE
2026-03-05T20:06:48.075291,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:49.197520,40.0,RESTING STATE
2026-03-05T20:06:49.311975,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:50.438484,40.0,RESTING STATE
2026-03-05T20:06:50.552662,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:51.675480,40.0,RESTING STATE
2026-03-05T20:06:51.794150,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:52.915927,40.0,RESTING STATE
2026-03-05T20:06:53.030833,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:54.153419,40.0,RESTING STATE
2026-03-05T20:06:54.271699,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:55.394360,40.0,RESTING STATE
2026-03-05T20:06:55.512945,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:56.634896,40.0,RESTING STATE
2026-03-05T20:06:56.749647,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:57.871925,40.0,RESTING STATE
2026-03-05T20:06:57.990441,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:06:59.113005,40.0,RESTING STATE
2026-03-05T20:06:59.227996,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:00.349931,40.0,RESTING STATE
2026-03-05T20:07:00.468926,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:01.590644,40.0,RESTING STATE
2026-03-05T20:07:01.708955,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:02.831461,40.0,RESTING STATE
2026-03-05T20:07:02.945889,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:04.068370,40.0,RESTING STATE
2026-03-05T20:07:04.187861,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:05.309801,40.0,RESTING STATE
2026-03-05T20:07:05.428722,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:06.550717,40.0,RESTING STATE
2026-03-05T20:07:06.665805,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:07.788186,40.0,RESTING STATE
2026-03-05T20:07:07.906954,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:09.028771,40.0,RESTING STATE
2026-03-05T20:07:09.143770,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:10.266173,40.0,RESTING STATE
2026-03-05T20:07:10.384727,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:11.507173,40.0,RESTING STATE
2026-03-05T20:07:11.625444,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:12.748089,40.0,RESTING STATE
2026-03-05T20:07:12.862597,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:13.984829,40.0,RESTING STATE
2026-03-05T20:07:14.103260,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:15.226050,40.0,RESTING STATE
2026-03-05T20:07:15.343944,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:16.465676,40.0,RESTING STATE
2026-03-05T20:07:16.581289,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:17.703049,40.0,RESTING STATE
2026-03-05T20:07:17.822365,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:18.944605,40.0,RESTING STATE
2026-03-05T20:07:19.059358,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:20.181686,40.0,RESTING STATE
2026-03-05T20:07:20.299693,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:21.422055,40.0,RESTING STATE
2026-03-05T20:07:21.541211,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:22.663713,40.0,RESTING STATE
2026-03-05T20:07:22.777970,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:23.900496,40.0,RESTING STATE
2026-03-05T20:07:24.019004,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:25.141166,40.0,RESTING STATE
2026-03-05T20:07:25.256015,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:26.381446,40.0,RESTING STATE
2026-03-05T20:07:26.497299,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:27.619226,40.0,RESTING STATE
2026-03-05T20:07:27.738023,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:28.859856,40.0,RESTING STATE
2026-03-05T20:07:28.975136,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:30.097161,40.0,RESTING STATE
2026-03-05T20:07:30.216296,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:31.337779,40.0,RESTING STATE
2026-03-05T20:07:31.457045,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:32.579090,40.0,RESTING STATE
2026-03-05T20:07:32.693799,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:33.815713,40.0,RESTING STATE
2026-03-05T20:07:33.935311,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:35.057282,40.0,RESTING STATE
2026-03-05T20:07:35.171793,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:36.298145,40.0,RESTING STATE
2026-03-05T20:07:36.412848,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:37.535202,40.0,RESTING STATE
2026-03-05T20:07:37.653394,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:38.775120,40.0,RESTING STATE
2026-03-05T20:07:38.891089,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:40.012664,40.0,RESTING STATE
2026-03-05T20:07:40.132082,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:41.253844,40.0,RESTING STATE
2026-03-05T20:07:41.372447,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:42.494484,40.0,RESTING STATE
2026-03-05T20:07:42.609606,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:43.731548,40.0,RESTING STATE
2026-03-05T20:07:43.849710,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:44.972920,40.0,RESTING STATE
2026-03-05T20:07:45.087159,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:46.209777,40.0,RESTING STATE
2026-03-05T20:07:46.328747,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:47.450970,40.0,RESTING STATE
2026-03-05T20:07:47.569579,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:48.691478,40.0,RESTING STATE
2026-03-05T20:07:48.806751,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:49.928767,40.0,RESTING STATE
2026-03-05T20:07:50.046855,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:51.169598,40.0,RESTING STATE
2026-03-05T20:07:51.288127,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:52.410524,40.0,RESTING STATE
2026-03-05T20:07:52.524780,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:53.647109,40.0,RESTING STATE
2026-03-05T20:07:53.766497,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:54.888320,40.0,RESTING STATE
2026-03-05T20:07:55.002660,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:56.125444,40.0,RESTING STATE
2026-03-05T20:07:56.244360,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:57.366308,40.0,RESTING STATE
2026-03-05T20:07:57.484847,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:58.607685,40.0,RESTING STATE
2026-03-05T20:07:58.721851,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:07:59.844338,40.0,RESTING STATE
2026-03-05T20:07:59.962665,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:01.084888,40.0,RESTING STATE
2026-03-05T20:08:01.203549,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:02.326157,40.0,RESTING STATE
2026-03-05T20:08:02.440544,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:03.563036,40.0,RESTING STATE
2026-03-05T20:08:03.681967,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:04.803949,40.0,RESTING STATE
2026-03-05T20:08:04.919301,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:06.041029,40.0,RESTING STATE
2026-03-05T20:08:06.159673,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:07.281403,40.0,RESTING STATE
2026-03-05T20:08:07.400345,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:08.522948,40.0,RESTING STATE
2026-03-05T20:08:08.637918,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:09.759633,40.0,RESTING STATE
2026-03-05T20:08:09.877714,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:11.000678,40.0,RESTING STATE
2026-03-05T20:08:11.115682,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:12.241614,40.0,RESTING STATE
2026-03-05T20:08:12.355481,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:13.478840,40.0,RESTING STATE
2026-03-05T20:08:13.597003,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:14.719141,40.0,RESTING STATE
2026-03-05T20:08:14.834390,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:15.956255,40.0,RESTING STATE
2026-03-05T20:08:16.075511,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:17.197852,40.0,RESTING STATE
2026-03-05T20:08:17.315694,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:18.438731,40.0,RESTING STATE
2026-03-05T20:08:18.553331,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:19.675969,40.0,RESTING STATE
2026-03-05T20:08:19.794479,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:20.915888,40.0,RESTING STATE
2026-03-05T20:08:21.031965,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:22.157003,40.0,RESTING STATE
2026-03-05T20:08:22.272134,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:23.394060,40.0,RESTING STATE
2026-03-05T20:08:23.512994,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:24.635396,40.0,RESTING STATE
2026-03-05T20:08:24.749951,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:25.872743,40.0,RESTING STATE
2026-03-05T20:08:25.990902,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:27.113568,40.0,RESTING STATE
2026-03-05T20:08:27.231735,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:28.354384,40.0,RESTING STATE
2026-03-05T20:08:28.469570,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:29.591479,40.0,RESTING STATE
2026-03-05T20:08:29.710306,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:30.832669,40.0,RESTING STATE
2026-03-05T20:08:30.947309,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:32.068741,40.0,RESTING STATE
2026-03-05T20:08:32.187919,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:33.310641,40.0,RESTING STATE
2026-03-05T20:08:33.428941,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:34.551331,40.0,RESTING STATE
2026-03-05T20:08:34.665569,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:35.787750,40.0,RESTING STATE
2026-03-05T20:08:35.907200,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:37.029376,40.0,RESTING STATE
2026-03-05T20:08:37.146982,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:38.269904,40.0,RESTING STATE
2026-03-05T20:08:38.384782,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:39.507308,40.0,RESTING STATE
2026-03-05T20:08:39.625855,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:40.748054,40.0,RESTING STATE
2026-03-05T20:08:40.863282,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:41.985504,40.0,RESTING STATE
2026-03-05T20:08:42.103475,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:43.225968,40.0,RESTING STATE
2026-03-05T20:08:43.344595,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:44.467257,40.0,RESTING STATE
2026-03-05T20:08:44.581480,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:45.704186,40.0,RESTING STATE
2026-03-05T20:08:45.822659,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:46.945392,40.0,RESTING STATE
2026-03-05T20:08:47.063073,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:48.185566,40.0,RESTING STATE
2026-03-05T20:08:48.300783,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:49.422623,40.0,RESTING STATE
2026-03-05T20:08:49.540806,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:50.663844,40.0,RESTING STATE
2026-03-05T20:08:50.778146,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:51.901401,40.0,RESTING STATE
2026-03-05T20:08:52.019637,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:53.141651,40.0,RESTING STATE
2026-03-05T20:08:53.260247,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:54.382909,40.0,RESTING STATE
2026-03-05T20:08:54.497088,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:55.619470,40.0,RESTING STATE
2026-03-05T20:08:55.737755,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:56.860952,40.0,RESTING STATE
2026-03-05T20:08:56.978955,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T20:08:58.101433,40.0,RESTING STATE
2026-03-05T20:08:58.216423,8.0,ACTIVE THOUGHT DETECTED
